"Taxa";"Protein";"Predicted_water_absorption";"Milling_yield";"Mixing energy";"Rmax";"Extensibility"
"423";"G351";14.2801506632856;NA;NA;NA;NA;NA
"424";"G363";13.8468173299523;NA;NA;NA;NA;NA
"425";"G375";14.7801506632856;NA;NA;NA;NA;NA
"426";"G387";14.0468173299522;NA;NA;NA;NA;NA
"427";"G813";13.6134839966189;NA;NA;NA;NA;NA
"428";"G304";13.6468173299522;NA;NA;NA;NA;NA
"429";"G316";14.008545203387;NA;NA;NA;NA;NA
"430";"G817";13.2468173299523;NA;NA;NA;NA;NA
"431";"G807";13.4801506632856;NA;NA;NA;NA;NA
"432";"G809";13.9801506632855;NA;NA;NA;NA;NA
"433";"G328";14.2585452033869;NA;NA;NA;NA;NA
"434";"G340";13.9801506632856;NA;NA;NA;NA;NA
"435";"G352";13.9801506632856;NA;NA;NA;NA;NA
"436";"G364";14.4801506632856;NA;NA;NA;NA;NA
"437";"G376";14.0468173299523;NA;NA;NA;NA;NA
"438";"G818";14.8801506632856;NA;NA;NA;NA;NA
"439";"G388";13.8468173299523;NA;NA;NA;NA;NA
"440";"G810";14.3468173299522;NA;NA;NA;NA;NA
"441";"G305";14.6468173299523;NA;NA;NA;NA;NA
"442";"G814";14.2468173299522;NA;NA;NA;NA;NA
"443";"G317";13.8468173299522;NA;NA;NA;NA;NA
"444";"G815";13.1134839966189;NA;NA;NA;NA;NA
"445";"G329";14.1468173299523;NA;NA;NA;NA;NA
"446";"G341";13.9801506632856;NA;NA;NA;NA;NA
"447";"G353";13.9801506632856;NA;NA;NA;NA;NA
"448";"G365";14.8801506632856;NA;NA;NA;NA;NA
"449";"G377";14.6134839966189;NA;NA;NA;NA;NA
"450";"G389";13.7134839966189;NA;NA;NA;NA;NA
"451";"G390";13.8468173299523;NA;NA;NA;NA;NA
"452";"G402";14.3134839966189;NA;NA;NA;NA;NA
"453";"G413";14.0134839966189;NA;NA;NA;NA;NA
"454";"G436";13.9134839966189;NA;NA;NA;NA;NA
"455";"G816";13.1801506632856;NA;NA;NA;NA;NA
"456";"G819";14.1134839966189;NA;NA;NA;NA;NA
"457";"G811";14.0134839966189;NA;NA;NA;NA;NA
"458";"G447";13.6468173299523;NA;NA;NA;NA;NA
"459";"G820";12.5134839966189;NA;NA;NA;NA;NA
"460";"G824";13.9801506632855;NA;NA;NA;NA;NA
"461";"G459";13.7801506632855;NA;NA;NA;NA;NA
"462";"G471";13.1468173299522;NA;NA;NA;NA;NA
"463";"G391";13.613483996619;NA;NA;NA;NA;NA
"464";"G826";14.1468173299522;NA;NA;NA;NA;NA
"465";"G808";13.5468173299523;NA;NA;NA;NA;NA
"466";"G403";13.7801506632856;NA;NA;NA;NA;NA
"467";"G414";13.7468173299522;NA;NA;NA;NA;NA
"468";"G425";13.9134839966189;NA;NA;NA;NA;NA
"469";"G821";13.0134839966189;NA;NA;NA;NA;NA
"470";"G825";13.1134839966189;NA;NA;NA;NA;NA
"471";"G827";14.1801506632856;NA;NA;NA;NA;NA
"472";"G437";13.9134839966189;NA;NA;NA;NA;NA
"473";"G448";13.8801506632856;NA;NA;NA;NA;NA
"474";"G460";13.4134839966189;NA;NA;NA;NA;NA
"475";"G472";14.3134839966189;NA;NA;NA;NA;NA
"476";"G392";13.7134839966189;NA;NA;NA;NA;NA
"477";"G404";13.8468173299522;NA;NA;NA;NA;NA
"478";"G833";13.7801506632856;NA;NA;NA;NA;NA
"479";"G415";13.9468173299522;NA;NA;NA;NA;NA
"480";"G426";13.9468173299522;NA;NA;NA;NA;NA
"481";"G438";13.7134839966189;NA;NA;NA;NA;NA
"482";"G449";13.6468173299522;NA;NA;NA;NA;NA
"483";"G461";13.7134839966189;NA;NA;NA;NA;NA
"484";"G837";13.6134839966189;NA;NA;NA;NA;NA
"485";"G841";13.8134839966189;NA;NA;NA;NA;NA
"486";"G473";13.7468173299523;NA;NA;NA;NA;NA
"487";"G842";12.9801506632856;NA;NA;NA;NA;NA
"488";"G393";13.2801506632855;NA;NA;NA;NA;NA
"489";"G405";14.2801506632856;NA;NA;NA;NA;NA
"490";"G416";13.2134839966189;NA;NA;NA;NA;NA
"491";"G145";14.7852294960786;66.48105;74.9783837209302;9.85;346;20.2
"492";"G157";14.5852294960786;70.39725;74.2534651162791;8.75;385;19.85
"493";"G169";14.4602294960786;64.52295;73.1527906976744;8.14;510;21.45
"494";"G180";13.9602294960786;65.17565;74.9345232558139;11.7;483.5;19.55
"495";"G191";14.8102294960786;68.7655;73.8957848837209;8.16;380.5;21.1
"496";"G110";14.0352294960786;65.502;74.8670058139535;9.26;475;20.85
"497";"G122";14.5352294960785;67.78645;74.4156976744186;7.925;349;22.2
"498";"G134";14.2352294960786;66.1547;75.8029186046512;12.56;651;18.7
"499";"G146";15.2102294960786;69.09185;73.3718023255814;9.05;468.5;20.85
"500";"G158";14.1852294960786;63.21755;73.6057325581395;10.805;555;19.5
"501";"G427";13.7134839966189;NA;NA;NA;NA;NA
"502";"G828";13.3801506632856;NA;NA;NA;NA;NA
"503";"G439";13.9134839966189;NA;NA;NA;NA;NA
"504";"G450";13.7468173299522;NA;NA;NA;NA;NA
"505";"G829";13.5468173299522;NA;NA;NA;NA;NA
"506";"G462";14.6468173299523;NA;NA;NA;NA;NA
"507";"G843";13.3468173299522;NA;NA;NA;NA;NA
"508";"G474";13.9468173299522;NA;NA;NA;NA;NA
"509";"G830";14.1801506632856;NA;NA;NA;NA;NA
"510";"G834";13.9468173299523;NA;NA;NA;NA;NA
"511";"G838";13.9801506632856;NA;NA;NA;NA;NA
"512";"G844";13.7801506632856;NA;NA;NA;NA;NA
"513";"G848";13.1801506632855;NA;NA;NA;NA;NA
"514";"G394";13.8134839966189;NA;NA;NA;NA;NA
"515";"G406";13.4468173299523;NA;NA;NA;NA;NA
"516";"G839";14.1134839966189;NA;NA;NA;NA;NA
"517";"G417";13.4134839966189;NA;NA;NA;NA;NA
"518";"G831";13.7468173299523;NA;NA;NA;NA;NA
"519";"G428";13.3134839966189;NA;NA;NA;NA;NA
"520";"G440";14.6134839966189;NA;NA;NA;NA;NA
"521";"G835";13.7468173299523;NA;NA;NA;NA;NA
"522";"G451";13.9801506632856;NA;NA;NA;NA;NA
"523";"G845";14.1134839966189;NA;NA;NA;NA;NA
"524";"G463";14.4134839966189;NA;NA;NA;NA;NA
"525";"G475";13.9468173299522;NA;NA;NA;NA;NA
"526";"G395";14.1468173299523;NA;NA;NA;NA;NA
"527";"G418";13.5801506632856;NA;NA;NA;NA;NA
"528";"G429";13.7134839966189;NA;NA;NA;NA;NA
"529";"G441";13.9134839966189;NA;NA;NA;NA;NA
"530";"G840";13.8801506632856;NA;NA;NA;NA;NA
"531";"G846";13.9468173299522;NA;NA;NA;NA;NA
"532";"G452";13.5468173299522;NA;NA;NA;NA;NA
"533";"G832";13.7134839966189;NA;NA;NA;NA;NA
"534";"G836";13.5134839966189;NA;NA;NA;NA;NA
"535";"G464";13.6801506632856;NA;NA;NA;NA;NA
"536";"G476";14.2134839966189;NA;NA;NA;NA;NA
"537";"G396";13.6134839966189;NA;NA;NA;NA;NA
"538";"G407";13.3801506632856;NA;NA;NA;NA;NA
"539";"G847";13.2468173299523;NA;NA;NA;NA;NA
"540";"G419";13.7468173299522;NA;NA;NA;NA;NA
"541";"G854";13.3468173299522;NA;NA;NA;NA;NA
"542";"G430";13.8468173299522;NA;NA;NA;NA;NA
"543";"G442";13.5801506632856;NA;NA;NA;NA;NA
"544";"G858";13.0134839966189;NA;NA;NA;NA;NA
"545";"G861";14.2468173299522;NA;NA;NA;NA;NA
"546";"G868";13.5801506632856;NA;NA;NA;NA;NA
"547";"G453";13.5134839966189;NA;NA;NA;NA;NA
"548";"G855";12.8468173299522;NA;NA;NA;NA;NA
"549";"G465";13.6468173299523;NA;NA;NA;NA;NA
"550";"G477";14.4134839966189;NA;NA;NA;NA;NA
"551";"G397";13.8801506632856;NA;NA;NA;NA;NA
"552";"G408";13.7468173299523;NA;NA;NA;NA;NA
"553";"G420";14.0134839966189;NA;NA;NA;NA;NA
"554";"G862";13.4801506632856;NA;NA;NA;NA;NA
"555";"G431";13.9468173299523;NA;NA;NA;NA;NA
"556";"G869";14.0801506632856;NA;NA;NA;NA;NA
"557";"G443";14.0468173299523;NA;NA;NA;NA;NA
"558";"G454";13.3801506632856;NA;NA;NA;NA;NA
"559";"G466";13.7468173299522;NA;NA;NA;NA;NA
"560";"G859";13.7468173299522;NA;NA;NA;NA;NA
"561";"G863";13.5801506632856;NA;NA;NA;NA;NA
"562";"G856";13.6801506632856;NA;NA;NA;NA;NA
"563";"G478";13.7801506632856;NA;NA;NA;NA;NA
"564";"G398";13.6801506632856;NA;NA;NA;NA;NA
"565";"G409";14.8468173299523;NA;NA;NA;NA;NA
"566";"G421";13.4468173299523;NA;NA;NA;NA;NA
"567";"G432";13.0468173299522;NA;NA;NA;NA;NA
"568";"G870";13.7801506632856;NA;NA;NA;NA;NA
"569";"G849";13.9801506632856;NA;NA;NA;NA;NA
"570";"G444";13.3134839966189;NA;NA;NA;NA;NA
"571";"G455";13.5468173299523;NA;NA;NA;NA;NA
"572";"G857";13.1468173299522;NA;NA;NA;NA;NA
"573";"G467";13.7468173299522;NA;NA;NA;NA;NA
"574";"G479";13.0134839966189;NA;NA;NA;NA;NA
"575";"G399";14.3134839966189;NA;NA;NA;NA;NA
"576";"G864";13.9468173299523;NA;NA;NA;NA;NA
"577";"G410";13.9468173299522;NA;NA;NA;NA;NA
"578";"G850";13.7801506632856;NA;NA;NA;NA;NA
"579";"G422";13.2468173299522;NA;NA;NA;NA;NA
"580";"G433";13.6134839966189;NA;NA;NA;NA;NA
"581";"G456";13.3468173299523;NA;NA;NA;NA;NA
"582";"G468";14.0468173299522;NA;NA;NA;NA;NA
"583";"G480";13.313483996619;NA;NA;NA;NA;NA
"584";"G400";14.5134839966189;NA;NA;NA;NA;NA
"585";"G411";13.6134839966189;NA;NA;NA;NA;NA
"586";"G423";13.6801506632856;NA;NA;NA;NA;NA
"587";"G851";14.3134839966189;NA;NA;NA;NA;NA
"588";"G434";13.3134839966189;NA;NA;NA;NA;NA
"589";"G445";13.4134839966189;NA;NA;NA;NA;NA
"590";"G852";13.7468173299522;NA;NA;NA;NA;NA
"591";"G457";13.5801506632856;NA;NA;NA;NA;NA
"592";"G469";13.7801506632856;NA;NA;NA;NA;NA
"593";"G481";13.2801506632856;NA;NA;NA;NA;NA
"594";"G401";13.7801506632856;NA;NA;NA;NA;NA
"595";"G860";13.4801506632856;NA;NA;NA;NA;NA
"596";"G412";14.0468173299523;NA;NA;NA;NA;NA
"597";"G424";14.1134839966189;NA;NA;NA;NA;NA
"598";"G865";13.8801506632856;NA;NA;NA;NA;NA
"599";"G853";13.9801506632856;NA;NA;NA;NA;NA
"600";"G435";13.2134839966189;NA;NA;NA;NA;NA
"601";"G446";13.7801506632856;NA;NA;NA;NA;NA
"602";"G170";14.1602294960786;66.1547;75.3350232558139;12.29;565.5;20.15
"603";"G181";14.3852294960786;67.4601;72.9160697674419;11.125;486.5;17.8
"604";"G192";14.6852294960786;68.1128;75.1063081395349;8.34;314;22.15
"605";"G111";14.6852294960786;70.0709;73.0904593023256;10.545;522;19.5
"606";"G123";13.9602294960786;64.1966;75.4138255813953;8.53;390;20.6
"607";"G135";14.2102294960786;65.17565;74.7338953488372;8.895;397.5;18.6
"608";"G147";14.5602294960786;68.43915;74.1931104651163;9.465;461.5;19.15
"609";"G159";14.0602294960786;67.4601;74.6681860465116;10.665;510.5;20.6
"610";"G171";14.9852294960786;66.1547;74.5694476744186;13.5;860;19.9
"611";"G182";15.0852294960786;70.39725;74.9084651162791;7.735;322;19.05
"612";"G458";14.2134839966189;NA;NA;NA;NA;NA
"613";"G866";14.3468173299523;NA;NA;NA;NA;NA
"614";"G871";13.6134839966189;NA;NA;NA;NA;NA
"615";"G470";13.4134839966189;NA;NA;NA;NA;NA
"616";"G482";14.1134839966189;NA;NA;NA;NA;NA
"617";"G483";12.8468173299522;NA;NA;NA;NA;NA
"618";"G495";13.2801506632856;NA;NA;NA;NA;NA
"619";"G507";14.2468173299523;NA;NA;NA;NA;NA
"620";"G867";13.8468173299522;NA;NA;NA;NA;NA
"621";"G874";13.3468173299523;NA;NA;NA;NA;NA
"622";"G518";13.3801506632856;NA;NA;NA;NA;NA
"623";"G530";13.8801506632856;NA;NA;NA;NA;NA
"624";"G542";13.3134839966189;NA;NA;NA;NA;NA
"625";"G554";14.0134839966189;NA;NA;NA;NA;NA
"626";"G566";13.6801506632856;NA;NA;NA;NA;NA
"627";"G484";13.6801506632856;NA;NA;NA;NA;NA
"628";"G872";13.3801506632856;NA;NA;NA;NA;NA
"629";"G496";14.1468173299522;NA;NA;NA;NA;NA
"630";"G508";13.6801506632856;NA;NA;NA;NA;NA
"631";"G519";13.7468173299522;NA;NA;NA;NA;NA
"632";"G531";13.8134839966189;NA;NA;NA;NA;NA
"633";"G543";13.7801506632855;NA;NA;NA;NA;NA
"634";"G555";13.1468173299523;NA;NA;NA;NA;NA
"635";"G567";14.1468173299522;NA;NA;NA;NA;NA
"636";"G485";13.5468173299522;NA;NA;NA;NA;NA
"637";"G876";14.0468173299522;NA;NA;NA;NA;NA
"638";"G497";12.9801506632856;NA;NA;NA;NA;NA
"639";"G873";12.3468173299522;NA;NA;NA;NA;NA
"640";"G509";14.0801506632855;NA;NA;NA;NA;NA
"641";"G878";14.0468173299522;NA;NA;NA;NA;NA
"642";"G875";14.3468173299522;NA;NA;NA;NA;NA
"643";"G520";13.5134839966189;NA;NA;NA;NA;NA
"644";"G881";13.8468173299523;NA;NA;NA;NA;NA
"645";"G532";13.9468173299523;NA;NA;NA;NA;NA
"646";"G544";13.4801506632856;NA;NA;NA;NA;NA
"647";"G556";13.5801506632856;NA;NA;NA;NA;NA
"648";"G568";13.5134839966189;NA;NA;NA;NA;NA
"649";"G486";13.3468173299522;NA;NA;NA;NA;NA
"650";"G879";13.2134839966189;NA;NA;NA;NA;NA
"651";"G498";13.0801506632856;NA;NA;NA;NA;NA
"652";"G880";13.5801506632856;NA;NA;NA;NA;NA
"653";"G510";13.2468173299522;NA;NA;NA;NA;NA
"654";"G521";13.1134839966189;NA;NA;NA;NA;NA
"655";"G533";13.1134839966189;NA;NA;NA;NA;NA
"656";"G545";13.7468173299522;NA;NA;NA;NA;NA
"657";"G877";12.7468173299522;NA;NA;NA;NA;NA
"658";"G882";13.4468173299523;NA;NA;NA;NA;NA
"659";"G557";14.1801506632855;NA;NA;NA;NA;NA
"660";"G890";13.7801506632856;NA;NA;NA;NA;NA
"661";"G569";13.6468173299522;NA;NA;NA;NA;NA
"662";"G487";14.1468173299522;NA;NA;NA;NA;NA
"663";"G499";13.4134839966189;NA;NA;NA;NA;NA
"664";"G888";13.8468173299522;NA;NA;NA;NA;NA
"665";"G511";13.1134839966189;NA;NA;NA;NA;NA
"666";"G522";13.4801506632856;NA;NA;NA;NA;NA
"667";"G884";13.0468173299523;NA;NA;NA;NA;NA
"668";"G534";14.4134839966189;NA;NA;NA;NA;NA
"669";"G546";13.7468173299522;NA;NA;NA;NA;NA
"670";"G892";13.4801506632856;NA;NA;NA;NA;NA
"671";"G558";14.1801506632856;NA;NA;NA;NA;NA
"672";"G893";12.7134839966189;NA;NA;NA;NA;NA
"673";"G570";13.1801506632856;NA;NA;NA;NA;NA
"674";"G193";13.9102294960786;65.17565;76.9983604651163;7.425;318;21.75
"675";"G112";14.9352294960786;68.1128;76.1738023255814;7.95;424;20.65
"676";"G124";14.0102294960786;66.1547;75.3160290697674;7.68;345;18.3
"677";"G136";15.1102294960786;72.6817;73.8713953488372;6.895;303.5;20.15
"678";"G148";14.0602294960785;63.21755;76.5453139534884;8.765;416;20.45
"679";"G160";14.0852294960786;65.502;75.6993430232558;9.27;367;18.5
"680";"G172";14.9852294960786;70.39725;75.1786976744186;8.445;471;19.65
"681";"G183";14.2102294960786;68.7655;76.4387790697674;7.275;291.5;19.85
"682";"G194";15.6102294960786;68.7655;75.8021860465116;11.87;651;21.15
"683";"G113";14.3602294960786;64.1966;76.1679069767442;12.215;650;18.5
"684";"G885";12.2801506632856;NA;NA;NA;NA;NA
"685";"G895";13.7801506632856;NA;NA;NA;NA;NA
"686";"G488";13.0468173299522;NA;NA;NA;NA;NA
"687";"G886";12.9134839966189;NA;NA;NA;NA;NA
"688";"G889";12.8134839966189;NA;NA;NA;NA;NA
"689";"G500";13.1134839966189;NA;NA;NA;NA;NA
"690";"G891";13.4468173299522;NA;NA;NA;NA;NA
"691";"G883";13.2468173299522;NA;NA;NA;NA;NA
"692";"G887";13.6801506632856;NA;NA;NA;NA;NA
"693";"G523";13.0801506632856;NA;NA;NA;NA;NA
"694";"G894";13.608545203387;NA;NA;NA;NA;NA
"695";"G535";13.0801506632856;NA;NA;NA;NA;NA
"696";"G547";13.3468173299523;NA;NA;NA;NA;NA
"697";"G559";13.7134839966189;NA;NA;NA;NA;NA
"698";"G571";14.3134839966189;NA;NA;NA;NA;NA
"699";"G125";13.9102294960786;65.17565;75.7019186046512;8.775;354;19.4
"700";"G137";13.8352294960785;65.17565;75.169988372093;9.55;377.5;18.65
"701";"G149";14.0602294960786;66.1547;75.7696220930233;10.23;444;19.8
"702";"G161";13.5852294960786;63.21755;75.8574709302326;8.415;344.5;19.6
"703";"G173";14.2352294960786;64.1966;77.2576511627907;9.4;335.5;20.85
"704";"G195";13.9102294960785;63.87025;74.5975988372093;10.09;447.5;20.05
"705";"G114";14.2102294960786;64.8493;76.2710755813953;8.525;348;20
"706";"G126";14.5602294960786;64.8493;76.4508255813954;10.215;389.5;20.4
"707";"G138";14.8102294960785;65.502;73.3948779069767;8.77;342.5;19.05
"708";"G150";13.8852294960786;62.56485;76.7959534883721;9.425;333.5;19.4
"709";"G899";13.4833677841609;NA;NA;NA;NA;NA
"710";"G489";13.4333677841608;NA;NA;NA;NA;NA
"711";"G501";14.0833677841608;NA;NA;NA;NA;NA
"712";"G900";13.7333677841609;NA;NA;NA;NA;NA
"713";"G512";13.5833677841608;NA;NA;NA;NA;NA
"714";"G524";12.7833677841608;NA;NA;NA;NA;NA
"715";"G536";14.4333677841609;NA;NA;NA;NA;NA
"716";"G548";13.1833677841609;NA;NA;NA;NA;NA
"717";"G560";12.5333677841608;NA;NA;NA;NA;NA
"718";"G572";13.0833677841609;NA;NA;NA;NA;NA
"719";"G490";13.8333677841608;NA;NA;NA;NA;NA
"720";"G502";13.9333677841609;NA;NA;NA;NA;NA
"721";"G513";12.8333677841609;NA;NA;NA;NA;NA
"722";"G525";13.2333677841609;NA;NA;NA;NA;NA
"723";"G537";13.7333677841609;NA;NA;NA;NA;NA
"724";"G549";12.7833677841609;NA;NA;NA;NA;NA
"725";"G561";13.4333677841609;NA;NA;NA;NA;NA
"726";"G573";13.0833677841609;NA;NA;NA;NA;NA
"727";"G491";12.3833677841608;NA;NA;NA;NA;NA
"728";"G503";13.1333677841609;NA;NA;NA;NA;NA
"729";"G514";13.2333677841609;NA;NA;NA;NA;NA
"730";"G162";13.5102294960786;63.21755;74.5124651162791;9.9;445;18.3
"731";"G174";14.7602294960786;66.48105;75.1831395348837;10.43;383.5;20.1
"732";"G184";14.1602294960786;65.82835;75.643011627907;8.925;406;21.7
"733";"G196";13.7852294960786;67.4601;75.2048255813953;10.035;353.5;19.5
"734";"G115";14.0102294960786;64.1966;74.4502093023256;8.04;328.5;20.45
"735";"G127";14.2352294960786;66.48105;75.4558430232558;12.525;440;19.05
"736";"G139";13.9352294960786;64.1966;74.6595348837209;9.145;422;19.1
"737";"G151";14.7102294960786;67.78645;74.4446511627907;9.73;323;20.65
"738";"G163";14.5852294960786;66.8074;75.4231046511628;10.525;478;20.85
"739";"G175";14.2102294960786;65.502;75.0936976744186;10.68;393.5;20.25
"740";"G902";12.8333677841608;NA;NA;NA;NA;NA
"741";"G526";13.0333677841608;NA;NA;NA;NA;NA
"742";"G905";12.3333677841609;NA;NA;NA;NA;NA
"743";"G896";13.7833677841609;NA;NA;NA;NA;NA
"744";"G538";13.1333677841609;NA;NA;NA;NA;NA
"745";"G897";13.8333677841609;NA;NA;NA;NA;NA
"746";"G550";12.8333677841609;NA;NA;NA;NA;NA
"747";"G562";13.2333677841609;NA;NA;NA;NA;NA
"748";"G903";13.1833677841609;NA;NA;NA;NA;NA
"749";"G898";13.7333677841609;NA;NA;NA;NA;NA
"750";"G574";13.4833677841609;NA;NA;NA;NA;NA
"751";"G492";13.9833677841608;NA;NA;NA;NA;NA
"752";"G504";12.6833677841609;NA;NA;NA;NA;NA
"753";"G515";13.5333677841609;NA;NA;NA;NA;NA
"754";"G527";12.9833677841608;NA;NA;NA;NA;NA
"755";"G906";12.4333677841608;NA;NA;NA;NA;NA
"756";"G907";13.2833677841608;NA;NA;NA;NA;NA
"757";"G539";12.7833677841609;NA;NA;NA;NA;NA
"758";"G901";13.4333677841609;NA;NA;NA;NA;NA
"759";"G904";12.8833677841609;NA;NA;NA;NA;NA
"760";"G551";13.0333677841609;NA;NA;NA;NA;NA
"761";"G563";13.1333677841609;NA;NA;NA;NA;NA
"762";"G575";12.9833677841608;NA;NA;NA;NA;NA
"763";"G910";13.1333677841609;NA;NA;NA;NA;NA
"764";"G914";13.5833677841609;NA;NA;NA;NA;NA
"765";"G918";13.6833677841609;NA;NA;NA;NA;NA
"766";"G930";12.5833677841608;NA;NA;NA;NA;NA
"767";"G912";13.5833677841608;NA;NA;NA;NA;NA
"768";"G919";13.4333677841609;NA;NA;NA;NA;NA
"769";"G185";13.3602294960786;63.5439;74.5747790697674;9.41;401.5;16.85
"770";"G197";14.1602294960786;66.8074;74.6871686046512;8.255;278.5;21.1
"771";"G116";13.8352294960786;61.5858;74.8725;8.94;394.5;19.55
"772";"G128";13.8352294960786;65.17565;74.4015697674419;10.615;393;19.25
"773";"G140";14.4102294960786;64.8493;75.2832093023256;10.29;487;18
"774";"G152";14.0102294960786;64.8493;74.4015697674418;7.9;353;19.1
"775";"G164";13.8602294960786;65.82835;74.7858720930232;8.32;356;18.7
"776";"G176";14.0352294960785;66.1547;74.0501453488372;9.855;440.5;17.4
"777";"G186";13.6352294960786;66.8074;74.0316976744186;11.285;470.5;15.7
"778";"G198";13.3602294960786;64.1966;75.1264418604651;10.8;523.5;16.7
"779";"G493";12.9833677841608;NA;NA;NA;NA;NA
"780";"G923";13.1833677841608;NA;NA;NA;NA;NA
"781";"G505";12.5333677841609;NA;NA;NA;NA;NA
"782";"G924";12.2833677841609;NA;NA;NA;NA;NA
"783";"G516";13.1833677841609;NA;NA;NA;NA;NA
"784";"G931";13.9333677841608;NA;NA;NA;NA;NA
"785";"G528";13.2333677841609;NA;NA;NA;NA;NA
"786";"G540";13.0833677841609;NA;NA;NA;NA;NA
"787";"G552";12.9833677841608;NA;NA;NA;NA;NA
"788";"G564";13.0333677841608;NA;NA;NA;NA;NA
"789";"G576";13.0833677841609;NA;NA;NA;NA;NA
"790";"G925";13.6333677841608;NA;NA;NA;NA;NA
"791";"G494";13.1833677841608;NA;NA;NA;NA;NA
"792";"G506";13.3333677841609;NA;NA;NA;NA;NA
"793";"G117";13.6352294960786;65.17565;74.9209534883721;12.06;694;18.7
"794";"G129";13.9102294960786;70.0709;74.0746046511628;13.685;588;18.6
"795";"G141";13.5352294960786;66.48105;74.6283023255814;9.415;377.5;19.9
"796";"G153";13.5352294960786;71.04995;73.4051744186046;12.37;489.5;18.2
"797";"G165";13.1852294960786;65.502;73.6238837209302;10.68;425.5;18
"798";"G177";13.8602294960786;69.09185;72.0837209302326;11.63;544;18.1
"799";"G187";13.3602294960786;67.13375;74.62125;7.91;288;19.9
"800";"G199";13.8852294960786;69.4182;73.9668662790698;10.435;386;19.2
"801";"G118";13.6602294960786;67.78645;74.6266511627907;11.925;547;18.75
"802";"G130";13.1852294960786;69.09185;75.4034127906977;11.205;540;18.4
"803";"G517";12.8333677841609;NA;NA;NA;NA;NA
"804";"G920";12.8833677841609;NA;NA;NA;NA;NA
"805";"G529";14.1333677841609;NA;NA;NA;NA;NA
"806";"G926";13.5333677841609;NA;NA;NA;NA;NA
"807";"G908";13.6833677841609;NA;NA;NA;NA;NA
"808";"G541";13.2833677841609;NA;NA;NA;NA;NA
"809";"G553";13.1333677841608;NA;NA;NA;NA;NA
"810";"G913";13.3833677841607;NA;NA;NA;NA;NA
"811";"G565";13.8833677841608;NA;NA;NA;NA;NA
"812";"G577";14.0333677841608;NA;NA;NA;NA;NA
"813";"G932";13.2134839966189;NA;NA;NA;NA;NA
"814";"G909";8.14681732995224;NA;NA;NA;NA;NA
"815";"G916";13.5801506632856;NA;NA;NA;NA;NA
"816";"G578";13.1468173299523;NA;NA;NA;NA;NA
"817";"G921";13.4134839966189;NA;NA;NA;NA;NA
"818";"G590";13.2801506632856;NA;NA;NA;NA;NA
"819";"G927";13.1801506632856;NA;NA;NA;NA;NA
"820";"G933";13.1468173299522;NA;NA;NA;NA;NA
"821";"G602";13.3134839966189;NA;NA;NA;NA;NA
"822";"G614";13.5134839966189;NA;NA;NA;NA;NA
"823";"G625";12.9801506632856;NA;NA;NA;NA;NA
"824";"G142";14.7801506632856;67.78645;76.3262674418605;9.62;332;19.95
"825";"G154";14.5352294960786;67.78645;75.7933953488372;8.98;284;19.6
"826";"G166";14.5852294960786;65.17565;76.3225290697675;7.31;226;21.25
"827";"G178";14.6352294960785;66.8074;75.8208372093023;7.79;284.5;20.05
"828";"G188";14.1102294960785;65.82835;76.0571162790698;10.87;330.5;20.65
"829";"G200";14.0352294960786;66.1547;76.0961046511628;10.12;290;19.3
"830";"G201";14.8102294960786;66.8074;75.1809011627907;10.13;421;20.65
"831";"G213";14.5102294960786;65.502;75.072011627907;10.085;443.5;19.15
"832";"G225";14.4852294960786;65.82835;75.1330174418605;9.73;361.5;20.9
"833";"G237";14.5602294960787;66.8074;74.9064534883721;10.22;440;18.95
"834";"G922";12.5801506632856;NA;NA;NA;NA;NA
"835";"G928";12.4468173299522;NA;NA;NA;NA;NA
"836";"G911";13.2134839966189;NA;NA;NA;NA;NA
"837";"G637";11.6801506632856;NA;NA;NA;NA;NA
"838";"G915";12.7134839966189;NA;NA;NA;NA;NA
"839";"G917";12.2801506632856;NA;NA;NA;NA;NA
"840";"G934";13.6134839966189;NA;NA;NA;NA;NA
"841";"G649";12.7134839966189;NA;NA;NA;NA;NA
"842";"G249";13.0852294960786;63.5439;75.6668023255814;11.645;634.5;18
"843";"G261";13.8102294960786;66.48105;76.2238837209302;7.995;319;21.55
"844";"G273";13.0102294960786;63.5439;75.5289593023256;13.39;526.5;15.7
"845";"G285";13.5852294960786;68.7655;75.0567674418605;9.35;456;18.75
"846";"G202";14.5602294960786;68.43915;74.3138197674419;20.745;923;15.95
"847";"G214";14.0602294960786;69.74455;75.3509825581395;7.225;299;18.4
"848";"G226";14.0801506632856;66.48105;73.3966686046512;16.71;769;16.9
"849";"G238";13.1852294960786;66.48105;76.5033372093023;9.63;642;17.95
"850";"G250";12.6102294960786;65.17565;74.2;11.42;468.5;20.1
"851";"G262";13.3102294960786;65.82835;75.2111686046512;11;616;19.2
"852";"G661";13.1468173299523;NA;NA;NA;NA;NA
"853";"G579";13.3801506632856;NA;NA;NA;NA;NA
"854";"G929";13.7468173299522;NA;NA;NA;NA;NA
"855";"G938";13.2801506632856;NA;NA;NA;NA;NA
"856";"G591";13.2134839966189;NA;NA;NA;NA;NA
"857";"G603";12.9801506632856;NA;NA;NA;NA;NA
"858";"G941";13.4801506632856;NA;NA;NA;NA;NA
"859";"G943";13.0801506632855;NA;NA;NA;NA;NA
"860";"G935";12.6801506632856;NA;NA;NA;NA;NA
"861";"G615";13.0468173299522;NA;NA;NA;NA;NA
